formulationCode,formulationName,productCode,productName,targetMass,totalMass,uom,totalIngredient,status,mustFollowOrder,min,max,toleranceGroupingName,toleranceType,maxAllowedWeighingQty,implementToleranceGrouping,instruction
MIXING - FROOZY BANANA BLISS,MIXING - FROOZY BANANA BLISS,RMLIQ00255,YOGHURT N7S8006,40,1000,g,11,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - FROOZY BANANA BLISS,MIXING - FROOZY BANANA BLISS,RMLIQ00254,YOGHURT M4B2149,80,1000,g,11,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - FROOZY BANANA BLISS,MIXING - FROOZY BANANA BLISS,RMLIQ00127,PISANG C8J3013,2,1000,g,11,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - FROOZY BANANA BLISS,MIXING - FROOZY BANANA BLISS,RMLIQ00128,PISANG D9C4001,20,1000,g,11,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - FROOZY BANANA BLISS,MIXING - FROOZY BANANA BLISS,RMLIQ00165,SUSU E1S6116,40,1000,g,11,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - FROOZY BANANA BLISS,MIXING - FROOZY BANANA BLISS,RMLIQ00150,SOUR A6H1016,40,1000,g,11,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - FROOZY BANANA BLISS,MIXING - FROOZY BANANA BLISS,RMLIQ00169,SWEETNER A6H1010,60,1000,g,11,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - FROOZY BANANA BLISS,MIXING - FROOZY BANANA BLISS,RMLIQ00047,COOLING N7S8024,160,1000,g,11,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - FROOZY BANANA BLISS,MIXING - FROOZY BANANA BLISS,RMLIQ00138,SALTNIC A6H1007,120,1000,g,11,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - FROOZY BANANA BLISS,MIXING - FROOZY BANANA BLISS,RMLIQ00131,PROPYLENE GLYCOL (PG),38,1000,g,11,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - FROOZY BANANA BLISS,MIXING - FROOZY BANANA BLISS,RMLIQ00187,VEGETABLE GLYCERIN (VG),400,1000,g,11,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - FROOZY GRAPE JUBILEE,MIXING - FROOZY GRAPE JUBILEE,RMLIQ00255,YOGHURT N7S8006,60,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - FROOZY GRAPE JUBILEE,MIXING - FROOZY GRAPE JUBILEE,RMLIQ00254,YOGHURT M4B2149,70,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - FROOZY GRAPE JUBILEE,MIXING - FROOZY GRAPE JUBILEE,RMLIQ00005,ANGGUR E1S6025,10,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - FROOZY GRAPE JUBILEE,MIXING - FROOZY GRAPE JUBILEE,RMLIQ00244,ANGGUR D9C4125,20,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - FROOZY GRAPE JUBILEE,MIXING - FROOZY GRAPE JUBILEE,RMLIQ00243,ANGGUR N7S8086,20,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - FROOZY GRAPE JUBILEE,MIXING - FROOZY GRAPE JUBILEE,RMLIQ00150,SOUR A6H1016,40,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - FROOZY GRAPE JUBILEE,MIXING - FROOZY GRAPE JUBILEE,RMLIQ00165,SUSU E1S6116,40,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - FROOZY GRAPE JUBILEE,MIXING - FROOZY GRAPE JUBILEE,RMLIQ00169,SWEETNER A6H1010,60,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - FROOZY GRAPE JUBILEE,MIXING - FROOZY GRAPE JUBILEE,RMLIQ00047,COOLING N7S8024,150,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - FROOZY GRAPE JUBILEE,MIXING - FROOZY GRAPE JUBILEE,RMLIQ00138,SALTNIC A6H1007,120,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - FROOZY GRAPE JUBILEE,MIXING - FROOZY GRAPE JUBILEE,RMLIQ00131,PROPYLENE GLYCOL (PG),10,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - FROOZY GRAPE JUBILEE,MIXING - FROOZY GRAPE JUBILEE,RMLIQ00187,VEGETABLE GLYCERIN (VG),400,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - FROOZY LYCHEE BLOSSOM,MIXING - FROOZY LYCHEE BLOSSOM,RMLIQ00255,YOGHURT N7S8006,40,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - FROOZY LYCHEE BLOSSOM,MIXING - FROOZY LYCHEE BLOSSOM,RMLIQ00254,YOGHURT M4B2149,50,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - FROOZY LYCHEE BLOSSOM,MIXING - FROOZY LYCHEE BLOSSOM,RMLIQ00078,LECI E1S6019,60,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - FROOZY LYCHEE BLOSSOM,MIXING - FROOZY LYCHEE BLOSSOM,RMLIQ00077,LECI E1S6009,40,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - FROOZY LYCHEE BLOSSOM,MIXING - FROOZY LYCHEE BLOSSOM,RMLIQ00165,SUSU E1S6116,40,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - FROOZY LYCHEE BLOSSOM,MIXING - FROOZY LYCHEE BLOSSOM,RMLIQ00150,SOUR A6H1016,40,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - FROOZY LYCHEE BLOSSOM,MIXING - FROOZY LYCHEE BLOSSOM,RMLIQ00169,SWEETNER A6H1010,60,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - FROOZY LYCHEE BLOSSOM,MIXING - FROOZY LYCHEE BLOSSOM,RMLIQ00047,COOLING N7S8024,150,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - FROOZY LYCHEE BLOSSOM,MIXING - FROOZY LYCHEE BLOSSOM,RMLIQ00138,SALTNIC A6H1007,120,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - FROOZY LYCHEE BLOSSOM,MIXING - FROOZY LYCHEE BLOSSOM,RMLIQ00187,VEGETABLE GLYCERIN (VG),400,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - GABRIEL ICY MENTHOL,MIXING - GABRIEL ICY MENTHOL,RMLIQ00109,MENTHOL C8J3010,20,1000,g,8,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - GABRIEL ICY MENTHOL,MIXING - GABRIEL ICY MENTHOL,RMLIQ00116,PEPPERMINT C8J3012,4,1000,g,8,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - GABRIEL ICY MENTHOL,MIXING - GABRIEL ICY MENTHOL,RMLIQ00108,MENTHOL C8J3005,5,1000,g,8,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - GABRIEL ICY MENTHOL,MIXING - GABRIEL ICY MENTHOL,RMLIQ00169,SWEETNER A6H1010,45,1000,g,8,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - GABRIEL ICY MENTHOL,MIXING - GABRIEL ICY MENTHOL,RMLIQ00047,COOLING N7S8024,140,1000,g,8,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - GABRIEL ICY MENTHOL,MIXING - GABRIEL ICY MENTHOL,RMLIQ00138,SALTNIC A6H1007,120,1000,g,8,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - GABRIEL ICY MENTHOL,MIXING - GABRIEL ICY MENTHOL,RMLIQ00131,PROPYLENE GLYCOL (PG),266,1000,g,8,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - GABRIEL ICY MENTHOL,MIXING - GABRIEL ICY MENTHOL,RMLIQ00187,VEGETABLE GLYCERIN (VG),400,1000,g,8,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - ICED LYCHEE TEA,MIXING - ICED LYCHEE TEA,RMLIQ00078,LECI E1S6019,70,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - ICED LYCHEE TEA,MIXING - ICED LYCHEE TEA,RMLIQ00256,LECI D9C4159,50,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - ICED LYCHEE TEA,MIXING - ICED LYCHEE TEA,RMLIQ00173,TEH M4B2004,110,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,Cairkan dengan PG
MIXING - ICED LYCHEE TEA,MIXING - ICED LYCHEE TEA,RMLIQ00170,TEH D9C4007,5,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - ICED LYCHEE TEA,MIXING - ICED LYCHEE TEA,RMLIQ00257,PERSIK M4B2232,10,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - ICED LYCHEE TEA,MIXING - ICED LYCHEE TEA,RMLIQ00150,SOUR A6H1016,30,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - ICED LYCHEE TEA,MIXING - ICED LYCHEE TEA,RMLIQ00050,ETHYL MALTOL,2,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - ICED LYCHEE TEA,MIXING - ICED LYCHEE TEA,RMLIQ00138,SALTNIC A6H1007,120,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - ICED LYCHEE TEA,MIXING - ICED LYCHEE TEA,RMLIQ00169,SWEETNER A6H1010,50,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - ICED LYCHEE TEA,MIXING - ICED LYCHEE TEA,RMLIQ00039,CHILLER A6H1004,150,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - ICED LYCHEE TEA,MIXING - ICED LYCHEE TEA,RMLIQ00131,PROPYLENE GLYCOL (PG),3,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - ICED LYCHEE TEA,MIXING - ICED LYCHEE TEA,RMLIQ00187,VEGETABLE GLYCERIN (VG),400,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - BW MATCHA LATTE,MIXING - BW MATCHA LATTE,RMLIQ00261,MATCHA E1S6165,40,1000,g,9,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - BW MATCHA LATTE,MIXING - BW MATCHA LATTE,RMLIQ00262,MATCHA M4B2214,30,1000,g,9,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - BW MATCHA LATTE,MIXING - BW MATCHA LATTE,RMLIQ00251,MOCI M4B2295,70,1000,g,9,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - BW MATCHA LATTE,MIXING - BW MATCHA LATTE,RMLIQ00164,SUSU A6H1030,90,1000,g,9,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - BW MATCHA LATTE,MIXING - BW MATCHA LATTE,RMLIQ00169,SWEETNER A6H1010,60,1000,g,9,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - BW MATCHA LATTE,MIXING - BW MATCHA LATTE,RMLIQ00047,COOLING N7S8024,130,1000,g,9,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - BW MATCHA LATTE,MIXING - BW MATCHA LATTE,RMLIQ00138,SALTNIC A6H1007,120,1000,g,9,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - BW MATCHA LATTE,MIXING - BW MATCHA LATTE,RMLIQ00131,PROPYLENE GLYCOL (PG),60,1000,g,9,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - BW MATCHA LATTE,MIXING - BW MATCHA LATTE,RMLIQ00187,VEGETABLE GLYCERIN (VG),400,1000,g,9,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - BW SARSAPARILLA,MIXING - BW SARSAPARILLA,RMLIQ00263,SARSAPARILA M4B2085,40,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - BW SARSAPARILLA,MIXING - BW SARSAPARILLA,RMLIQ00264,COLA E1S6134,60,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - BW SARSAPARILLA,MIXING - BW SARSAPARILLA,RMLIQ00265,SARSAPARILA E1S6171,60,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - BW SARSAPARILLA,MIXING - BW SARSAPARILLA,RMLIQ00149,SODA A6H1015,40,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - BW SARSAPARILLA,MIXING - BW SARSAPARILLA,RMLIQ00050,ETHYL MALTOL,4,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - BW SARSAPARILLA,MIXING - BW SARSAPARILLA,RMLIQ00138,SALTNIC A6H1007,120,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - BW SARSAPARILLA,MIXING - BW SARSAPARILLA,RMLIQ00169,SWEETNER A6H1010,70,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - BW SARSAPARILLA,MIXING - BW SARSAPARILLA,RMLIQ00047,COOLING N7S8024,170,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - BW SARSAPARILLA,MIXING - BW SARSAPARILLA,RMLIQ00131,PROPYLENE GLYCOL (PG),36,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - BW SARSAPARILLA,MIXING - BW SARSAPARILLA,RMLIQ00187,VEGETABLE GLYCERIN (VG),400,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - TOKYO,MIXING - TOKYO,RMLIQ00248,PISANG E1S6162,70,1000,g,11,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - TOKYO,MIXING - TOKYO,RMLIQ00128,PISANG D9C4001,50,1000,g,11,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - TOKYO,MIXING - TOKYO,RMLIQ00272,PISANG N7S8080,40,1000,g,11,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - TOKYO,MIXING - TOKYO,RMLIQ00025,BLEWAH B7P2003,30,1000,g,11,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - TOKYO,MIXING - TOKYO,RMLIQ00273,SUSU M4B2237,40,1000,g,11,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - TOKYO,MIXING - TOKYO,RMLIQ00253,CREAMER A6H1179,30,1000,g,11,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - TOKYO,MIXING - TOKYO,RMLIQ00169,SWEETNER A6H1010,50,1000,g,11,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - TOKYO,MIXING - TOKYO,RMLIQ00039,CHILLER A6H1004,130,1000,g,11,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - TOKYO,MIXING - TOKYO,RMLIQ00138,SALTNIC A6H1007,120,1000,g,11,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - TOKYO,MIXING - TOKYO,RMLIQ00131,PROPYLENE GLYCOL (PG),40,1000,g,11,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - TOKYO,MIXING - TOKYO,RMLIQ00187,VEGETABLE GLYCERIN (VG),400,1000,g,11,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - LONDON,MIXING - LONDON,RMLIQ00251,MOCI M4B2295,120,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - LONDON,MIXING - LONDON,RMLIQ00266,SUSU M4B2329,10,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - LONDON,MIXING - LONDON,RMLIQ00267,TARO M4B2195,50,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - LONDON,MIXING - LONDON,RMLIQ00268,TARO D9C4050,10,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - LONDON,MIXING - LONDON,RMLIQ00050,ETHYL MALTOL,3,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - LONDON,MIXING - LONDON,RMLIQ00169,SWEETNER A6H1010,70,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - LONDON,MIXING - LONDON,RMLIQ00047,COOLING N7S8024,130,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - LONDON,MIXING - LONDON,RMLIQ00138,SALTNIC A6H1007,120,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - LONDON,MIXING - LONDON,RMLIQ00131,PROPYLENE GLYCOL (PG),87,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - LONDON,MIXING - LONDON,RMLIQ00187,VEGETABLE GLYCERIN (VG),400,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - PREDIKSI EL GAPLE,MIXING - PREDIKSI EL GAPLE,RMLIQ00274,ANGGUR E1S6193,60,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - PREDIKSI EL GAPLE,MIXING - PREDIKSI EL GAPLE,RMLIQ00007,ANGGUR M4B2067,40,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - PREDIKSI EL GAPLE,MIXING - PREDIKSI EL GAPLE,RMLIQ00275,SEMANGKA S8H9002,20,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - PREDIKSI EL GAPLE,MIXING - PREDIKSI EL GAPLE,RMLIQ00276,APEL M4B2328,60,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - PREDIKSI EL GAPLE,MIXING - PREDIKSI EL GAPLE,RMLIQ00277,ANGGUR E1S6191,50,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - PREDIKSI EL GAPLE,MIXING - PREDIKSI EL GAPLE,RMLIQ00169,SWEETNER A6H1010,50,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - PREDIKSI EL GAPLE,MIXING - PREDIKSI EL GAPLE,RMLIQ00047,COOLING N7S8024,150,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - PREDIKSI EL GAPLE,MIXING - PREDIKSI EL GAPLE,RMLIQ00138,SALTNIC A6H1007,120,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - PREDIKSI EL GAPLE,MIXING - PREDIKSI EL GAPLE,RMLIQ00131,PROPYLENE GLYCOL (PG),50,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - PREDIKSI EL GAPLE,MIXING - PREDIKSI EL GAPLE,RMLIQ00187,VEGETABLE GLYCERIN (VG),400,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - PREDIKSI EL MONTO,MIXING - PREDIKSI EL MONTO,RMLIQ00286,ALMOND M4B2140,50,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - PREDIKSI EL MONTO,MIXING - PREDIKSI EL MONTO,RMLIQ00287,ALMOND M4B2155,40,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - PREDIKSI EL MONTO,MIXING - PREDIKSI EL MONTO,RMLIQ00190,VANILA A6H1050,30,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - PREDIKSI EL MONTO,MIXING - PREDIKSI EL MONTO,RMLIQ00288,MENTEGA M4B2064,30,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - PREDIKSI EL MONTO,MIXING - PREDIKSI EL MONTO,RMLIQ00289,SUSU M4B2157,30,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - PREDIKSI EL MONTO,MIXING - PREDIKSI EL MONTO,RMLIQ00290,SUSU M4B2094,20,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - PREDIKSI EL MONTO,MIXING - PREDIKSI EL MONTO,RMLIQ00074,KRIM A6H1019,30,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - PREDIKSI EL MONTO,MIXING - PREDIKSI EL MONTO,RMLIQ00169,SWEETNER A6H1010,60,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - PREDIKSI EL MONTO,MIXING - PREDIKSI EL MONTO,RMLIQ00047,COOLING N7S8024,60,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - PREDIKSI EL MONTO,MIXING - PREDIKSI EL MONTO,RMLIQ00138,SALTNIC A6H1007,120,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - PREDIKSI EL MONTO,MIXING - PREDIKSI EL MONTO,RMLIQ00131,PROPYLENE GLYCOL (PG),130,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - PREDIKSI EL MONTO,MIXING - PREDIKSI EL MONTO,RMLIQ00187,VEGETABLE GLYCERIN (VG),400,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - PREDIKSI EL BAPER,MIXING - PREDIKSI EL BAPER,RMLIQ00281,PISANG M4B2018,60,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - PREDIKSI EL BAPER,MIXING - PREDIKSI EL BAPER,RMLIQ00250,PISANG M4B2081,30,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - PREDIKSI EL BAPER,MIXING - PREDIKSI EL BAPER,RMLIQ00128,PISANG D9C4001,30,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - PREDIKSI EL BAPER,MIXING - PREDIKSI EL BAPER,RMLIQ00283,KACANG M4B2154,40,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - PREDIKSI EL BAPER,MIXING - PREDIKSI EL BAPER,RMLIQ00284,KACANG E1S6098,20,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - PREDIKSI EL BAPER,MIXING - PREDIKSI EL BAPER,RMLIQ00285,KACANG O9S7070,10,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - PREDIKSI EL BAPER,MIXING - PREDIKSI EL BAPER,RMLIQ00074,KRIM A6H1019,20,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - PREDIKSI EL BAPER,MIXING - PREDIKSI EL BAPER,RMLIQ00169,SWEETNER A6H1010,60,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - PREDIKSI EL BAPER,MIXING - PREDIKSI EL BAPER,RMLIQ00047,COOLING N7S8024,100,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - PREDIKSI EL BAPER,MIXING - PREDIKSI EL BAPER,RMLIQ00138,SALTNIC A6H1007,120,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - PREDIKSI EL BAPER,MIXING - PREDIKSI EL BAPER,RMLIQ00131,PROPYLENE GLYCOL (PG),110,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - PREDIKSI EL BAPER,MIXING - PREDIKSI EL BAPER,RMLIQ00187,VEGETABLE GLYCERIN (VG),400,1000,g,12,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - MOR STRAWCATION,MIXING - MOR STRAWCATION,RMLIQ00156,STROBERI E1S6024,70,1000,g,11,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - MOR STRAWCATION,MIXING - MOR STRAWCATION,RMLIQ00155,STROBERI E1S6015,30,1000,g,11,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - MOR STRAWCATION,MIXING - MOR STRAWCATION,RMLIQ00294,STROBERI D9C4089,50,1000,g,11,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - MOR STRAWCATION,MIXING - MOR STRAWCATION,RMLIQ00295,STROBERI E1S6135,20,1000,g,11,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - MOR STRAWCATION,MIXING - MOR STRAWCATION,RMLIQ00247,NANAS E1S6190,5,1000,g,11,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - MOR STRAWCATION,MIXING - MOR STRAWCATION,RMLIQ00151,SOUR D9C4005,30,1000,g,11,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - MOR STRAWCATION,MIXING - MOR STRAWCATION,RMLIQ00169,SWEETNER A6H1010,60,1000,g,11,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - MOR STRAWCATION,MIXING - MOR STRAWCATION,RMLIQ00047,COOLING N7S8024,140,1000,g,11,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - MOR STRAWCATION,MIXING - MOR STRAWCATION,RMLIQ00138,SALTNIC A6H1007,120,1000,g,11,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - MOR STRAWCATION,MIXING - MOR STRAWCATION,RMLIQ00131,PROPYLENE GLYCOL (PG),75,1000,g,11,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - MOR STRAWCATION,MIXING - MOR STRAWCATION,RMLIQ00187,VEGETABLE GLYCERIN (VG),400,1000,g,11,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - MOR MANGO PEACE,MIXING - MOR MANGO PEACE,RMLIQ00291,MANGGA M4B2182,70,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - MOR MANGO PEACE,MIXING - MOR MANGO PEACE,RMLIQ00292,MANGGA N7S8075,60,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
MIXING - MOR MANGO PEACE,MIXING - MOR MANGO PEACE,RMLIQ00293,MANGGA M4B2170,40,1000,g,10,active,FALSE,0,0,timbanganKecil,mass,5000,TRUE,-
